date,transaction,debit,credit,balance
"June 27, 2016",Payment for Invoice no. 294 - Kubra,0.00,"1,100.00","32,059.16"
"June 27, 2016",Invoice no. 296 - Rocscience Inc.,800.00,0.00,"32,859.16"
"June 27, 2016",Invoice no. 297 - NVIDIA,"1,500.00",0.00,"34,359.16"
"July 5, 2016",Payment for Invoice no. 296 - Rocscience Inc.,0.00,800.00,"33,559.16"
"July 6, 2016",Payment for Invoice no. 297 - NVIDIA,0.00,"1,500.00","32,059.16"
"July 7, 2016",Invoice no. 299 - Operis,"1,100.00",0.00,"33,159.16"
"July 12, 2016",Invoice no. 301 - PwC,"1,000.00",0.00,"34,159.16"
"July 12, 2016",Invoice no. 300 - X by 2,800.00,0.00,"34,959.16"
"July 13, 2016",Invoice no. 302 - 360incentives.com,750.00,0.00,"35,709.16"
"July 13, 2016",Payment for Invoice no. 301 - PwC,0.00,"1,000.00","34,709.16"
"July 14, 2016",Invoice no. 303 - Wattpad,400.00,0.00,"35,109.16"
"July 17, 2016",Invoice no. 304 - Bibliocommons,800.00,0.00,"35,909.16"
"July 19, 2016",Invoice no. 305 - University of Toronto Institute for Multidisciplinary Design and Innovation,800.00,0.00,"36,709.16"
"July 19, 2016",Payment for Invoice no. 299 - Operis,0.00,"1,100.00","35,609.16"
"July 20, 2016",Invoice no. 307 - Ceridian,"1,700.00",0.00,"37,309.16"
"July 20, 2016",Payment for Invoice no. 304 - Bibliocommons,0.00,800.00,"36,509.16"
"July 21, 2016",Invoice no. 308 - Hatch,750.00,0.00,"37,259.16"
"July 22, 2016",Invoice no. 309 - Kik Interactive Inc. ,750.00,0.00,"38,009.16"
"July 22, 2016",Payment for Invoice no. 307 - Ceridian,0.00,"1,700.00","36,309.16"
"July 25, 2016",Invoice no. 312 - Michael O'Dwyer,2.97,0.00,"36,312.13"
"July 25, 2016",Payment for Invoice no. 312 - Michael O'Dwyer,0.00,2.97,"36,309.16"
"Aug. 1, 2016",Invoice no. 315 - FM Global,800.00,0.00,"37,109.16"
"Aug. 1, 2016",Invoice no. 316 - Google,"2,100.00",0.00,"39,209.16"
"Aug. 1, 2016",Invoice no. 314 - Geotab Inc.,"1,000.00",0.00,"40,209.16"
"Aug. 1, 2016",Invoice no. 313 - Professional Engineers Ontario,450.00,0.00,"40,659.16"
"Aug. 2, 2016",Payment for Invoice no. 300 - X by 2,0.00,800.00,"39,859.16"
"Aug. 2, 2016",Payment for Invoice no. 316 - Google,0.00,"2,100.00","37,759.16"
"Aug. 4, 2016",Invoice no. 319 - TribalScale,400.00,0.00,"38,159.16"
"Aug. 4, 2016",Invoice no. 317 - TATA Consultancy Services,"1,500.00",0.00,"39,659.16"
"Aug. 4, 2016",Invoice no. 318 - Amazon,700.00,0.00,"40,359.16"
"Aug. 11, 2016",Invoice no. 320 - Flipp,"3,000.00",0.00,"43,359.16"
"Aug. 11, 2016",Payment for Invoice no. 321 - Trane,0.00,900.00,"42,459.16"
"Aug. 11, 2016",Invoice no. 321 - Trane,900.00,0.00,"43,359.16"
"Aug. 12, 2016",Payment for Invoice no. 308 - Hatch,0.00,750.00,"42,609.16"
"Aug. 15, 2016",Invoice no. 322 - Mosaic Manufacturing,150.00,0.00,"42,759.16"
"Aug. 15, 2016",Payment for Invoice no. 322 - Mosaic Manufacturing,0.00,150.00,"42,609.16"
"Aug. 15, 2016",Payment for Invoice no. 315 - FM Global,0.00,800.00,"41,809.16"
"Aug. 16, 2016",Payment for Invoice no. 314 - Geotab Inc.,0.00,"1,000.00","40,809.16"
"Aug. 16, 2016",Payment for Invoice no. 295 - IBM,0.00,"1,100.00","39,709.16"
"Aug. 16, 2016",Invoice no. 323 - Infusion,"1,500.00",0.00,"41,209.16"
"Aug. 17, 2016",Payment for Invoice no. 320 - Flipp,0.00,"3,000.00","38,209.16"
"Aug. 17, 2016",Invoice no. 326 - NVIDIA,500.00,0.00,"38,709.16"
"Aug. 17, 2016",Invoice no. 324 - Altera,"1,500.00",0.00,"40,209.16"
"Aug. 17, 2016",Payment for Invoice no. 323 - Infusion,0.00,"1,500.00","38,709.16"
"Aug. 17, 2016",Payment for Invoice no. 324 - Altera,0.00,"1,500.00","37,209.16"
"Aug. 17, 2016",Invoice no. 329 - Microsoft,750.00,0.00,"37,959.16"
"Aug. 18, 2016",Invoice no. 330 - MaRS Innovation,400.00,0.00,"38,359.16"
"Aug. 18, 2016",Invoice no. 325 - Accenture,"1,200.00",0.00,"39,559.16"
"Aug. 18, 2016",Payment for Invoice no. 318 - Amazon,0.00,700.00,"38,859.16"
"Aug. 18, 2016",Invoice no. 327 - Accenture,"1,200.00",0.00,"40,059.16"
"Aug. 19, 2016",Payment for Invoice no. 329 - Microsoft,0.00,750.00,"39,309.16"
"Aug. 19, 2016",Invoice no. 331 - Citi Canada,"1,100.00",0.00,"40,409.16"
"Aug. 23, 2016",Invoice no. 332 - CampBrain,750.00,0.00,"41,159.16"
"Aug. 23, 2016",Payment for Invoice no. 331 - Citi Canada,0.00,"1,100.00","40,059.16"
"Aug. 24, 2016",Payment for Invoice no. 332 - CampBrain,0.00,750.00,"39,309.16"
"Aug. 29, 2016",Invoice no. 333 - TATA Consultancy Services,100.00,0.00,"39,409.16"
"Aug. 29, 2016",Invoice no. 334 - RBC,"1,500.00",0.00,"40,909.16"
"Aug. 30, 2016",Invoice no. 335 - Loopio,750.00,0.00,"41,659.16"
"Aug. 31, 2016",Payment for Invoice no. 335 - Loopio,0.00,750.00,"40,909.16"
"Sept. 1, 2016",Invoice no. 337 - Nanoleaf,150.00,0.00,"41,059.16"
"Sept. 1, 2016",Invoice no. 336 - Continyou Care,250.00,0.00,"41,309.16"
"Sept. 2, 2016",Invoice no. 338 - Telus,"1,000.00",0.00,"42,309.16"
"Sept. 3, 2016",Invoice no. 339 - Lighthouse Labs,150.00,0.00,"42,459.16"
"Sept. 6, 2016",Invoice no. 340 - Google,400.00,0.00,"42,859.16"
"Sept. 8, 2016",Invoice no. 341 - CPA Ontario,100.00,0.00,"42,959.16"
"Sept. 9, 2016",Invoice no. 343 - iamsick,150.00,0.00,"43,109.16"
"Sept. 9, 2016",Invoice no. 342 - Southpaw,800.00,0.00,"43,909.16"
"Sept. 11, 2016",Invoice no. 344 - Tesla Motors,500.00,0.00,"44,409.16"
"Sept. 12, 2016",Payment for Invoice no. 317 - TATA Consultancy Services,0.00,"1,500.00","42,909.16"
"Sept. 12, 2016",Invoice no. 345 - BlueDot,250.00,0.00,"43,159.16"
"Sept. 14, 2016",Invoice no. 347 - McKinsey & Company,750.00,0.00,"43,909.16"
"Sept. 14, 2016",Payment for Invoice no. 319 - TribalScale,0.00,400.00,"43,509.16"
"Sept. 14, 2016",Invoice no. 346 - P&G,150.00,0.00,"43,659.16"
"Sept. 15, 2016",Payment for Invoice no. 347 - McKinsey & Company,0.00,750.00,"42,909.16"
"Sept. 17, 2016",Payment for Invoice no. 340 - Google,0.00,400.00,"42,509.16"
"Sept. 19, 2016",Invoice no. 348 - Keilhauer,800.00,0.00,"43,309.16"
"Sept. 20, 2016",Payment for Invoice no. 337 - Nanoleaf,0.00,150.00,"43,159.16"
"Sept. 20, 2016",Invoice no. 349 - CPAO,450.00,0.00,"43,609.16"
"Sept. 20, 2016",Invoice no. 350 - Top Hat Monocle Inc.,250.00,0.00,"43,859.16"
"Sept. 21, 2016",Payment for Invoice no. 350 - Top Hat Monocle Inc.,0.00,250.00,"43,609.16"
"Sept. 21, 2016",Payment for Invoice no. 333 - TATA Consultancy Services,0.00,100.00,"43,509.16"
"Sept. 22, 2016",Payment for Invoice no. 334 - RBC,0.00,"1,500.00","42,009.16"
"Sept. 26, 2016",Payment for Invoice no. 352 - Cyclica Inc,0.00,50.00,"41,959.16"
"Sept. 26, 2016",Invoice no. 352 - Cyclica Inc,50.00,0.00,"42,009.16"
"Sept. 26, 2016",Invoice no. 351 - Memotext,50.00,0.00,"42,059.16"
"Sept. 26, 2016",Payment for Invoice no. 351 - Memotext,0.00,50.00,"42,009.16"
"Sept. 27, 2016",Invoice no. 354 - Financeit,250.00,0.00,"42,259.16"
"Sept. 27, 2016",Invoice no. 353 - Seecows,250.00,0.00,"42,509.16"
"Sept. 28, 2016",Payment for Invoice no. 326 - NVIDIA,0.00,500.00,"42,009.16"
"Sept. 28, 2016",Invoice no. 355 - SurfEasy,750.00,0.00,"42,759.16"
"Sept. 29, 2016",Payment for Invoice no. 355 - SurfEasy,0.00,750.00,"42,009.16"
"Sept. 30, 2016",Payment for Invoice no. 356 - Bubl Technology Inc.,0.00,250.00,"41,759.16"
"Sept. 30, 2016",Payment for Invoice no. 345 - BlueDot,0.00,250.00,"41,509.16"
"Sept. 30, 2016",Invoice no. 356 - Bubl Technology Inc.,250.00,0.00,"41,759.16"
"Oct. 3, 2016",Payment for Invoice no. 338 - Telus,0.00,"1,000.00","40,759.16"
"Oct. 3, 2016",Invoice no. 357 - Slalom Consulting,800.00,0.00,"41,559.16"
"Oct. 4, 2016",Invoice no. 358 - PawCharge,250.00,0.00,"41,809.16"
"Oct. 7, 2016",Payment for Invoice no. 359 - Laserfiche,0.00,"1,100.00","40,709.16"
"Oct. 7, 2016",Invoice no. 360 - Ubisoft,800.00,0.00,"41,509.16"
"Oct. 7, 2016",Invoice no. 359 - Laserfiche,"1,100.00",0.00,"42,609.16"
"Oct. 10, 2016",Payment for Invoice no. 358 - PawCharge,0.00,250.00,"42,359.16"
"Oct. 11, 2016",Payment for Invoice no. 339 - Lighthouse Labs,0.00,150.00,"42,209.16"
"Oct. 11, 2016",Payment for Invoice no. 360 - Ubisoft,0.00,800.00,"41,409.16"
"Oct. 11, 2016",Invoice no. 361 - Prolucid Technologies Inc.,900.00,0.00,"42,309.16"
"Oct. 13, 2016",Invoice no. 362 - Parkbench,"1,300.00",0.00,"43,609.16"
"Oct. 20, 2016",Invoice no. 363 - FundThrough,900.00,0.00,"44,509.16"
"Oct. 20, 2016",Invoice no. 364 - TribalScale,750.00,0.00,"45,259.16"
"Oct. 20, 2016",Payment for Invoice no. 363 - FundThrough,0.00,900.00,"44,359.16"
"Oct. 24, 2016",Invoice no. 368 - Big Data University,300.00,0.00,"44,659.16"
"Oct. 24, 2016",Invoice no. 366 - Cyclica Inc,250.00,0.00,"44,909.16"
"Oct. 24, 2016",Invoice no. 367 - GroupBy Inc.,300.00,0.00,"45,209.16"
"Oct. 24, 2016",Invoice no. 369 - Vuru.co,50.00,0.00,"45,259.16"
"Oct. 24, 2016",Invoice no. 365 - Wealthsimple,150.00,0.00,"45,409.16"
"Oct. 24, 2016",Payment for Invoice no. 365 - Wealthsimple,0.00,150.00,"45,259.16"
"Oct. 24, 2016",Payment for Invoice no. 369 - Vuru.co,0.00,50.00,"45,209.16"
"Oct. 25, 2016",Payment for Invoice no. 346 - P&G,0.00,150.00,"45,059.16"
"Oct. 25, 2016",Invoice no. 370 - Borrowell,300.00,0.00,"45,359.16"
"Oct. 25, 2016",Invoice no. 371 - Kambio,300.00,0.00,"45,659.16"
"Oct. 26, 2016",Invoice no. 373 - SkyPrep,300.00,0.00,"45,959.16"
"Oct. 27, 2016",Invoice no. 374 - Autoliv,650.00,0.00,"46,609.16"
"Oct. 28, 2016",Payment for Invoice no. 357 - Slalom Consulting,0.00,800.00,"45,809.16"
"Nov. 1, 2016",Payment for Invoice no. 367 - GroupBy Inc.,0.00,300.00,"45,509.16"
"Nov. 1, 2016",Invoice no. 376 - The Hatchery,250.00,0.00,"45,759.16"
"Nov. 1, 2016",Invoice no. 375 - Ecobee,300.00,0.00,"46,059.16"
"Nov. 4, 2016",Invoice no. 378 - Traction,"1,300.00",0.00,"47,359.16"
"Nov. 4, 2016",Invoice no. 377 - Canada Pension Plan Investment Board,800.00,0.00,"48,159.16"
"Nov. 4, 2016",Payment for Invoice no. 378 - Traction,0.00,"1,300.00","46,859.16"
"Nov. 7, 2016",Invoice no. 380 - nModal,300.00,0.00,"47,159.16"
"Nov. 7, 2016",Invoice no. 379 - Cryptiv,300.00,0.00,"47,459.16"
"Nov. 7, 2016",Invoice no. 382 - Index Exchange,"2,500.00",0.00,"49,959.16"
"Nov. 7, 2016",Invoice no. 381 - Normative,900.00,0.00,"50,859.16"
"Nov. 8, 2016",Invoice no. 387 - Achievers,800.00,0.00,"51,659.16"
"Nov. 8, 2016",Invoice no. 386 - Schlumberger,650.00,0.00,"52,309.16"
"Nov. 8, 2016",Invoice no. 383 - Google,800.00,0.00,"53,109.16"
"Nov. 8, 2016",Invoice no. 385 - Dragados,800.00,0.00,"53,909.16"
"Nov. 8, 2016",Payment for Invoice no. 383 - Google,0.00,800.00,"53,109.16"
"Nov. 8, 2016",Invoice no. 384 - LinkUs Group,300.00,0.00,"53,409.16"
"Nov. 8, 2016",Payment for Invoice no. 382 - Index Exchange,0.00,"2,500.00","50,909.16"
"Nov. 9, 2016",Payment for Invoice no. 366 - Cyclica Inc,0.00,250.00,"50,659.16"
"Nov. 11, 2016",Payment for Invoice no. 388 - Alberici Constructors,0.00,500.00,"50,159.16"
"Nov. 11, 2016",Invoice no. 389 - Infusion,300.00,0.00,"50,459.16"
"Nov. 11, 2016",Invoice no. 388 - Alberici Constructors,500.00,0.00,"50,959.16"
"Nov. 11, 2016",Invoice no. 390 - Lending Loop,300.00,0.00,"51,259.16"
"Nov. 14, 2016",Invoice no. 391 - FDM Group,800.00,0.00,"52,059.16"
"Nov. 15, 2016",Invoice no. 392 - Fortinet,800.00,0.00,"52,859.16"
"Nov. 15, 2016",Invoice no. 298 - Flipp,"5,000.00",0.00,"57,859.16"
"Nov. 15, 2016",Invoice no. 393 - SWI Consulting,800.00,0.00,"58,659.16"
"Nov. 16, 2016",Payment for Invoice no. 393 - SWI Consulting,0.00,800.00,"57,859.16"
"Nov. 16, 2016",Invoice no. 394 - OTPP,"1,000.00",0.00,"58,859.16"
"Nov. 16, 2016",Payment for Invoice no. 391 - FDM Group,0.00,800.00,"58,059.16"
"Nov. 16, 2016",Invoice no. 395 - WatrHub,300.00,0.00,"58,359.16"
"Nov. 17, 2016",Payment for Invoice no. 392 - Fortinet,0.00,800.00,"57,559.16"
"Nov. 17, 2016",Payment for Invoice no. 361 - Prolucid Technologies Inc.,0.00,900.00,"56,659.16"
"Nov. 17, 2016",Payment for Invoice no. 387 - Achievers,0.00,800.00,"55,859.16"
"Nov. 18, 2016",Invoice no. 396 - Mark43,300.00,0.00,"56,159.16"
"Nov. 18, 2016",Payment for Invoice no. 373 - SkyPrep,0.00,300.00,"55,859.16"
"Nov. 20, 2016",Invoice no. 397 - Thales Canada Inc.,650.00,0.00,"56,509.16"
"Nov. 21, 2016",Invoice no. 399 - D+H,"1,000.00",0.00,"57,509.16"
"Nov. 21, 2016",Invoice no. 400 - Vena Solutions,300.00,0.00,"57,809.16"
"Nov. 21, 2016",Invoice no. 402 - Venngage,300.00,0.00,"58,109.16"
"Nov. 21, 2016",Invoice no. 401 - Eyereturn Marketing,300.00,0.00,"58,409.16"
"Nov. 21, 2016",Invoice no. 398 - LeighFisher Canada Inc.,650.00,0.00,"59,059.16"
"Nov. 22, 2016",Payment for Invoice no. 399 - D+H,0.00,"1,000.00","58,059.16"
"Nov. 22, 2016",Invoice no. 404 - FlashStock,300.00,0.00,"58,359.16"
"Nov. 23, 2016",Invoice no. 405 - Dufferin Construction,650.00,0.00,"59,009.16"
"Nov. 23, 2016",Invoice no. 406 - Lighthouse Labs,250.00,0.00,"59,259.16"
"Nov. 23, 2016",Payment for Invoice no. 380 - nModal,0.00,300.00,"58,959.16"
"Nov. 23, 2016",Payment for Invoice no. 402 - Venngage,0.00,300.00,"58,659.16"
"Nov. 24, 2016",Invoice no. 408 - BlueCat Networks,"1,000.00",0.00,"59,659.16"
"Nov. 24, 2016",Payment for Invoice no. 370 - Borrowell,0.00,300.00,"59,359.16"
"Nov. 24, 2016",Invoice no. 410 - Schneider Electric,"1,000.00",0.00,"60,359.16"
"Nov. 24, 2016",Invoice no. 407 - HESS International Educational Group,500.00,0.00,"60,859.16"
"Nov. 25, 2016",Payment for Invoice no. 410 - Schneider Electric,0.00,"1,000.00","59,859.16"
"Nov. 25, 2016",Payment for Invoice no. 298 - Flipp,0.00,"5,000.00","54,859.16"
"Nov. 25, 2016",Payment for Invoice no. 394 - OTPP,0.00,"1,000.00","53,859.16"
"Nov. 25, 2016",Invoice no. 409 - Isaac Operations,650.00,0.00,"54,509.16"
"Nov. 25, 2016",Invoice no. 411 - HiMama,300.00,0.00,"54,809.16"
"Nov. 25, 2016",Payment for Invoice no. 407 - HESS International Educational Group,0.00,500.00,"54,309.16"
"Nov. 28, 2016",Invoice no. 413 - Next36,250.00,0.00,"54,559.16"
"Nov. 28, 2016",Payment for Invoice no. 405 - Dufferin Construction,0.00,650.00,"53,909.16"
"Nov. 28, 2016",Invoice no. 412 - AMD,"1,000.00",0.00,"54,909.16"
"Nov. 28, 2016",Payment for Invoice no. 384 - LinkUs Group,0.00,300.00,"54,609.16"
"Nov. 29, 2016",Payment for Invoice no. 401 - Eyereturn Marketing,0.00,300.00,"54,309.16"
"Nov. 29, 2016",Invoice no. 417 - Echologics,"1,000.00",0.00,"55,309.16"
"Nov. 29, 2016",Invoice no. 416 - Myant,300.00,0.00,"55,609.16"
"Nov. 30, 2016",Payment for Invoice no. 313 - Professional Engineers Ontario,0.00,450.00,"55,159.16"
"Nov. 30, 2016",Invoice no. 419 - Verafin,800.00,0.00,"55,959.16"
"Nov. 30, 2016",Payment for Invoice no. 414 - WalterFedy,0.00,500.00,"55,459.16"
"Nov. 30, 2016",Invoice no. 418 - Pomerleau,500.00,0.00,"55,959.16"
"Nov. 30, 2016",Payment for Invoice no. 344 - Tesla Motors,0.00,500.00,"55,459.16"
"Nov. 30, 2016",Invoice no. 414 - WalterFedy,500.00,0.00,"55,959.16"
"Dec. 1, 2016",Payment for Invoice no. 419 - Verafin,0.00,800.00,"55,159.16"
"Dec. 1, 2016",Invoice no. 423 - Facebook,800.00,0.00,"55,959.16"
"Dec. 1, 2016",Invoice no. 424 - Clio,"1,100.00",0.00,"57,059.16"
"Dec. 1, 2016",Invoice no. 420 - Patheon,800.00,0.00,"57,859.16"
"Dec. 1, 2016",Invoice no. 421 - Covalence Inc,300.00,0.00,"58,159.16"
"Dec. 1, 2016",Invoice no. 422 - SRA Staffing,300.00,0.00,"58,459.16"
"Dec. 1, 2016",Payment for Invoice no. 424 - Clio,0.00,"1,100.00","57,359.16"
"Dec. 3, 2016",Invoice no. 425 - TXIO,800.00,0.00,"58,159.16"
"Dec. 5, 2016",Payment for Invoice no. 389 - Infusion,0.00,300.00,"57,859.16"
"Dec. 5, 2016",Invoice no. 426 - RBC Research Labs,900.00,0.00,"58,759.16"
"Dec. 6, 2016",Payment for Invoice no. 426 - RBC Research Labs,0.00,900.00,"57,859.16"
"Dec. 6, 2016",Invoice no. 428 - UTM-MMI,500.00,0.00,"58,359.16"
"Dec. 6, 2016",Payment for Invoice no. 408 - BlueCat Networks,0.00,"1,000.00","57,359.16"
"Dec. 6, 2016",Payment for Invoice no. 427 - Communication Security Establishment,0.00,650.00,"56,709.16"
"Dec. 6, 2016",Payment for Invoice no. 428 - UTM-MMI,0.00,500.00,"56,209.16"
"Dec. 6, 2016",Invoice no. 427 - Communication Security Establishment,650.00,0.00,"56,859.16"
"Dec. 6, 2016",Payment for Invoice no. 386 - Schlumberger,0.00,650.00,"56,209.16"
"Dec. 7, 2016",Payment for Invoice no. 422 - SRA Staffing,0.00,300.00,"55,909.16"
"Dec. 7, 2016",Payment for Invoice no. 423 - Facebook,0.00,800.00,"55,109.16"
"Dec. 7, 2016",Invoice no. 429 - Thomson Reuters,"1,000.00",0.00,"56,109.16"
"Dec. 7, 2016",Invoice no. 430 - Daisy Intelligence Corporation,300.00,0.00,"56,409.16"
"Dec. 8, 2016",Invoice no. 431 - Flixel Photos Inc,300.00,0.00,"56,709.16"
"Dec. 9, 2016",Payment for Invoice no. 431 - Flixel Photos Inc,0.00,300.00,"56,409.16"
"Dec. 12, 2016",Payment for Invoice no. 417 - Echologics,0.00,"1,000.00","55,409.16"
"Dec. 12, 2016",Invoice no. 432 - BBA,"1,000.00",0.00,"56,409.16"
"Dec. 13, 2016",Invoice no. 433 - Google,400.00,0.00,"56,809.16"
"Dec. 13, 2016",Payment for Invoice no. 429 - Thomson Reuters,0.00,"1,000.00","55,809.16"
"Dec. 13, 2016",Invoice no. 372 - Labatt,500.00,0.00,"56,309.16"
"Dec. 14, 2016",Payment for Invoice no. 375 - Ecobee,0.00,300.00,"56,009.16"
"Dec. 14, 2016",Payment for Invoice no. 413 - Next36,0.00,250.00,"55,759.16"
"Dec. 16, 2016",Invoice no. 437 - Capital One,500.00,0.00,"56,259.16"
"Dec. 16, 2016",Payment for Invoice no. 436 - WalterFedy,0.00,500.00,"55,759.16"
"Dec. 16, 2016",Invoice no. 434 - Naborly,300.00,0.00,"56,059.16"
"Dec. 16, 2016",Invoice no. 435 - Overbond,300.00,0.00,"56,359.16"
"Dec. 16, 2016",Invoice no. 436 - WalterFedy,500.00,0.00,"56,859.16"
"Dec. 17, 2016",Invoice no. 438 - Qualcomm,800.00,0.00,"57,659.16"
"Dec. 17, 2016",Invoice no. 439 - Teradata,800.00,0.00,"58,459.16"
"Dec. 18, 2016",Payment for Invoice no. 435 - Overbond,0.00,300.00,"58,159.16"
"Dec. 18, 2016",Invoice no. 440 - Grossman Dorland Recruiting ,300.00,0.00,"58,459.16"
"Dec. 19, 2016",Payment for Invoice no. 420 - Patheon,0.00,800.00,"57,659.16"
"Dec. 19, 2016",Payment for Invoice no. 438 - Qualcomm,0.00,800.00,"56,859.16"
"Dec. 20, 2016",Invoice no. 442 - Loblaw,400.00,0.00,"57,259.16"
"Dec. 20, 2016",Payment for Invoice no. 425 - TXIO,0.00,800.00,"56,459.16"
"Dec. 20, 2016",Invoice no. 443 - Rockwell Automation,500.00,0.00,"56,959.16"
"Dec. 20, 2016",Payment for Invoice no. 440 - Grossman Dorland Recruiting ,0.00,300.00,"56,659.16"
"Dec. 20, 2016",Invoice no. 441 - Loblaw,400.00,0.00,"57,059.16"
"Dec. 20, 2016",Payment for Invoice no. 437 - Capital One,0.00,500.00,"56,559.16"
"Dec. 21, 2016",Invoice no. 447 - RentCompass,250.00,0.00,"56,809.16"
"Dec. 21, 2016",Invoice no. 445 - CBC,800.00,0.00,"57,609.16"
"Dec. 21, 2016",Payment for Invoice no. 447 - RentCompass,0.00,250.00,"57,359.16"
"Dec. 21, 2016",Payment for Invoice no. 434 - Naborly,0.00,300.00,"57,059.16"
"Dec. 21, 2016",Invoice no. 446 - Prodigy Game,300.00,0.00,"57,359.16"
"Dec. 21, 2016",Invoice no. 444 - American Bridge Company,500.00,0.00,"57,859.16"
"Dec. 22, 2016",Invoice no. 448 - BMO,500.00,0.00,"58,359.16"
"Dec. 22, 2016",Payment for Invoice no. 445 - CBC,0.00,800.00,"57,559.16"
"Dec. 23, 2016",Invoice no. 449 - City of Toronto,650.00,0.00,"58,209.16"
"Dec. 28, 2016",Invoice no. 450 - Aversan Inc.,800.00,0.00,"59,009.16"
"Jan. 2, 2017",Payment for Invoice no. 433 - Google,0.00,400.00,"58,609.16"
"Jan. 3, 2017",Invoice no. 452 - Toronto Transit Commission,500.00,0.00,"59,109.16"
"Jan. 3, 2017",Invoice no. 453 - Kijiji,800.00,0.00,"59,909.16"
"Jan. 3, 2017",Invoice no. 451 - EY,500.00,0.00,"60,409.16"
"Jan. 4, 2017",Payment for Invoice no. 412 - AMD,0.00,"1,000.00","59,409.16"
"Jan. 5, 2017",Payment for Invoice no. 446 - Prodigy Game,0.00,300.00,"59,109.16"
"Jan. 5, 2017",Payment for Invoice no. 448 - BMO,0.00,500.00,"58,609.16"
"Jan. 5, 2017","Invoice no. 454 - MHI Canada Aerospace, Inc.",500.00,0.00,"59,109.16"
"Jan. 6, 2017",Payment for Invoice no. 455 - Gepeto,0.00,300.00,"58,809.16"
"Jan. 6, 2017",Payment for Invoice no. 379 - Cryptiv,0.00,300.00,"58,509.16"
"Jan. 6, 2017",Invoice no. 455 - Gepeto,300.00,0.00,"58,809.16"
"Jan. 7, 2017",Invoice no. 456 - Bloomberg,"1,000.00",0.00,"59,809.16"
Total,,"278,625.90","218,816.74",
